time_s,amp_dB
0.287,-8.5900687282
1.358,-7.4833648827
2.421,-7.4589571776
3.481,-8.2999077214
4.551,-7.5511673238
5.630,-7.3267978142
6.707,-7.8414513622
7.764,-7.1255534477
8.827,-7.7940074277
9.888,-7.1898746055
10.952,-6.9866632108
12.015,-8.3684219066
13.076,-7.3518101976
14.138,-7.015594017
15.203,-7.858557709
16.265,-7.519126157
17.347,-7.9657658509
18.422,-6.9679190511
19.483,-8.2811974416
